pairid,order,linewav1,lineelement1,linepotential1,linewav2,lineelement2,linepotential2,a,b,c,d,e,sigma,sigma_r,N,type,mean_T,std_T,mean_FeH,std_FeH
G20,53,10496.113,22,0.836,10611.686,26,6.1692,0.5044,0.4723,-0.106,,-0.0464,0.03820328215685,0,20,E,4.255591275,0.41576271791142,-0.1781160459,0.263272599511433
G21,53,10551.757,22,1.8871,10510.01,24,3.0133,1.63,-0.4804,,0.0869,,0.034889342604408,0,8,G,3.9566003375,0.193421798366452,-0.239534045625,0.261086605038078
G22,53,10552.965,22,2.2492,10577.139,26,3.3014,1.7745,-0.4715,,-1.872,0.5199,0.029445154174647,0,15,C,4.1043737,0.298059022356132,-0.1827214134,0.283363013875082
G23,53,10565.952,22,2.2363,10532.234,26,3.9286,2.1831,-0.6504,,-2.3584,0.673,0.052175855632574,0,13,C,4.04443671538462,0.295267804774455,-0.159716700153846,0.298978619354713
G24,53,10607.718,22,0.8484,10672.14,24,3.0133,-3.6042,2.173,-0.3058,-0.0821,,0.034609152459842,0,17,H,4.13540934117647,0.322905487488109,-0.175931781058824,0.27266514012099
G25,53,10647.64,24,3.0106,10627.648,14,5.8625,2.3263,-0.5902,,-2.1746,0.5837,0.049714075535389,0.023483457459484,18,C,4.24335077777778,0.416125633770427,-0.177328990055556,0.267279652718983
G26,53,10667.52,24,3.0128,10603.425,14,4.9296,-0.3603,0.5164,-0.1224,-1.6292,0.4542,0.031615732100759,0.002780245109294,19,F,4.27062466842105,0.421232005291496,-0.189526493210526,0.265248034478174
G27,53,10677.047,22,0.836,10616.721,26,3.2671,2.9217,-0.6286,,0.1754,-0.0439,0.044754707140529,0,16,C,4.177767825,0.361901767818471,-0.2113147334375,0.278179929812854
G28,52,10726.391,22,0.8129,10689.716,14,5.9537,-2.77,1.9187,-0.287,-1.4922,0.3547,0.031863002427758,0.013946910656275,21,F,4.29227569047619,0.437655344633429,-0.191908213238095,0.264227829418243
G29,52,10732.864,22,0.8259,10749.378,14,4.9296,-1.872,1.4906,-0.2545,-1.52,0.4014,0.027927130744778,0.007346966172047,21,F,4.29227569047619,0.437655344633429,-0.191908213238095,0.264227829418243
G30,52,10753.004,26,3.9597,10727.406,14,5.984,2.5624,-0.964,0.075,,0.0151,0.034570604281187,0.008996358945202,21,E,4.29227569047619,0.437655344633429,-0.191908213238095,0.264227829418243
G31,52,10783.05,26,3.111,10843.858,14,5.8625,-0.6058,0.4767,-0.0804,-0.694,0.1603,0.032502798706604,0.00227803512485,21,F,4.29227569047619,0.437655344633429,-0.191908213238095,0.264227829418243
G32,52,10786.849,14,4.9296,10784.562,14,5.9639,0.2218,0.2731,-0.0489,-0.1216,,0.031254805998595,0,21,H,4.29227569047619,0.437655344633429,-0.191908213238095,0.264227829418243
G33,52,10801.36,24,3.0111,10849.465,26,5.5392,2.3868,-0.5254,,,,0.07845169839004,0.048323259264066,19,A,4.2698042,0.421801275360596,,
G34,52,10816.91,24,3.0128,10827.088,14,4.9538,-2.431,1.4637,-0.2444,-1.7101,0.4945,0.028380468567714,0,18,F,4.18316815555556,0.370473566820076,-0.161871546,0.271250185976859
G35,52,10821.66,24,3.0133,10863.518,26,4.7331,1.6797,-0.408,,-1.6968,0.4249,0.02961073952616,0,19,C,4.25592389473684,0.426560954517817,-0.184460651157895,0.268617582509951
G36,52,10881.758,26,2.845,10882.809,14,5.984,2.2865,-0.478,,,0.029,0.029744986572952,0,19,D,4.34877131578948,0.421920021569922,-0.154227336736842,0.248271023174803
G37,48,11588.684,28,4.2357,11700.239,14,6.2694,1.1312,-0.3079,,,,0.080106970676203,0.058791954718921,13,A,4.35622656153846,0.454324728156424,,
G38,48,11630.916,27,3.4092,11640.941,14,6.2739,1.9614,-0.4662,,,0.0302,0.098192535927676,0.067587457232248,21,D,4.29227569047619,0.437655344633429,-0.191908213238095,0.264227829418243
G39,48,11780.542,22,1.4432,11783.265,26,2.8316,1.9004,-0.5181,,,0.0497,0.049994266739744,0.031667156913243,18,D,4.18391777777778,0.371627676296914,-0.189055379333333,0.270141887509922
G40,47,11797.186,22,1.4298,11955.955,20,4.1308,1.7396,-0.3529,,-1.4006,0.302,0.077918353027253,0.030747109825358,19,C,4.21360955263158,0.383023707329656,-0.174882598842105,0.269724641724734
G41,47,11882.844,26,2.1979,12031.504,14,4.9538,0.7708,-0.1689,,-0.4116,0.1096,0.025954643055304,0.020887267780623,21,C,4.29227569047619,0.437655344633429,-0.191908213238095,0.264227829418243
G42,47,11884.083,26,2.2227,11991.568,14,4.9201,0.877,-0.1898,,-0.5196,0.1237,0.017634530641807,0.009889316591186,21,C,4.29227569047619,0.437655344633429,-0.191908213238095,0.264227829418243
G43,47,11892.877,22,1.4298,11984.198,14,4.9296,4.3289,-1.5946,0.1242,-1.8909,0.4986,0.043707984311902,0.036047496521851,21,F,4.29227569047619,0.437655344633429,-0.191908213238095,0.264227829418243
G44,46,12105.841,20,4.5541,12081.972,14,6.2612,2.1865,-0.5365,,,0.0633,0.09215485651456,0.049147481754878,19,D,4.22896162105263,0.409601869197158,-0.165959966736842,0.264584732625753
G45,46,12190.098,26,3.6352,12178.339,14,6.2694,2.5859,-0.4837,,0.1892,,0.042376196007169,0,11,G,4.54766806363636,0.362136222722616,-0.128023729181818,0.212224442024944
G46,46,12249.403,23,2.359,12227.112,26,4.607,3.116,-0.8392,,,0.0673,0.039570899566823,0,8,D,3.9202219,0.164865985116829,-0.10933354775,0.247765803438867
G47,45,12340.481,26,2.2786,12342.916,26,4.6382,1.1245,-0.2746,,-0.9119,0.215,0.028027690529705,0,16,C,4.22867025625,0.416660909508634,-0.140721484875,0.248712301148056
G48,45,12532.84,24,2.7088,12510.519,26,4.9556,1.9805,-0.3936,,-1.3844,0.3175,0.051622497115448,0,18,C,4.24323435,0.417597143209084,-0.176846490444444,0.262510100696164
G49,45,12556.996,26,2.2786,12583.924,14,6.6161,2.826,-0.5218,,,0.012,0.058628992801128,0,12,D,4.41248651666667,0.430067905243964,-0.16852179925,0.203844085521974
G50,44,12671.096,22,1.4298,12648.741,26,4.607,-1.1489,1.1571,-0.2092,-2.5732,0.6522,0.056058425513798,0.031728923431058,20,F,4.255591275,0.41576271791142,-0.1781160459,0.263272599511433
G51,44,12738.383,22,2.1747,12615.928,26,4.6382,1.8658,-0.4113,,,,0.055251536165641,0.03878496617298,18,A,4.22979887777778,0.391868343006535,,
G52,44,12744.905,22,2.4875,12816.045,20,3.9104,1.6011,-0.4259,,,,0.063814949303861,0.035497418551788,16,A,4.1610957875,0.359655147296926,,
G53,44,12811.478,22,2.1603,12823.867,20,3.9104,-4.7983,2.5004,-0.321,-0.1382,,0.052454495885899,0.016031777785497,18,H,4.20012273888889,0.401612388392296,-0.179637045444444,0.265217014411374
G54,44,12821.672,22,1.4601,12807.152,26,3.6398,1.5132,-0.2905,,,,0.033836730609637,0.020617158854904,21,A,4.29227569047619,0.437655344633429,,
G55,44,12831.445,22,1.4298,12808.243,26,4.988,2.112,-0.3684,,-0.1471,,0.041336659535692,0,17,G,4.31628752352941,0.421423594746262,-0.107852135176471,0.21775098503884
G56,44,12847.034,22,1.4432,12789.45,26,5.0095,1.8972,-0.3011,,-0.211,,0.067096354415659,0.010099753200076,17,G,4.24050953529412,0.416029504724526,-0.141056251647059,0.255071221683667
G57,43,12901.212,23,1.9553,13006.684,26,2.9904,2.7509,-0.6925,,-3.5301,0.9829,0.059305722943869,0.025106230413926,14,C,4.02301330714286,0.225732170754314,-0.189543903428571,0.290410071701697
G58,43,12909.07,20,4.43,13030.921,14,6.0787,2.2674,-0.5266,,,0.0675,0.058365794932819,0.023724585809277,19,D,4.32524474736842,0.439251974952336,-0.164071020421053,0.262676540897848
G59,43,12910.09,24,2.7079,12896.118,26,4.913,1.8124,-0.3704,,,,0.041284638441457,0,20,A,4.255591275,0.41576271791142,,
G60,43,12919.899,22,2.1535,13029.524,14,6.0827,3.92,-0.8714,,,,0.068671992233784,0.045465505583161,13,A,4.14597442307692,0.295539786744922,,
G61,43,12921.81,24,2.7088,12932.313,22,5.1291,1.8783,-0.5171,,,0.0608,0.044124833455016,0,15,D,4.08615088666667,0.297363336930564,-0.150842479866667,0.279554240645324
G62,43,12927.477,22,2.1535,13098.876,26,5.0095,3.1795,-0.7901,,0.2449,,0.084250452590613,0.042157962127856,10,G,3.95909359,0.22619325771009,-0.1813631472,0.294855489094599
G63,43,12937.02,24,2.7099,12934.666,26,5.3933,2.3096,-0.4698,,,,0.050760230259517,0,20,A,4.255591275,0.41576271791142,,
G64,43,12950.896,22,3.4406,13102.057,14,6.0827,2.6794,-0.6966,,,0.0658,0.096402901839836,0.074443247386976,17,D,4.14886060588235,0.352332355601401,-0.154410958705882,0.277313569602446
G65,43,12987.567,22,2.5057,13048.181,28,4.5379,3.1722,-0.7834,,-1.3428,0.3678,0.065236926041797,0,15,C,4.05250005333333,0.244398377378369,-0.185491079866667,0.28097229590525
G66,43,13005.365,22,2.1747,13039.647,26,5.6547,3.5432,-0.8147,,,,0.075350084030461,0,8,A,4.111216925,0.331314331601678,,
G67,43,13011.897,22,1.4432,13147.92,26,5.3933,-2.564,2.0019,-0.3157,-2.0739,0.5121,0.056618433957606,0.019333267011828,19,F,4.21360955263158,0.383023707329656,-0.174882598842105,0.269724641724734
G68,43,13033.554,20,4.441,13176.888,14,5.8625,1.1991,-0.3228,,-1.2084,0.3401,0.063788247158013,0.046221921486962,21,C,4.29227569047619,0.437655344633429,-0.191908213238095,0.264227829418243
